"Application #","Status","Application Type","Date","Address","Expiration Date","Short Notes",
"26BC06252","Issued","RES SFR Renovation","04/13/2026","5680 BOB WHITE TRL, MIMS FL 32754",,,
"26BC06247","Issued","COM Renovation","04/13/2026","7010 N HIGHWAY 1, COMMON, COCOA FL 32927",,,
"26BC06267","Final","COM Reroof","04/13/2026","3315 PARKWAY DR, MELBOURNE FL 32934",,,
"26BC06304","Issued","COM HVAC-Mechanical","04/13/2026","7440 PINEDA BLVD, MELBOURNE FL 32940",,,
"26BC06237","Final","RES Electrical","04/13/2026","2109 ROCKLEDGE DR, ROCKLEDGE FL 32955",,,
"26BC06217","Final","RES Doors-Windows-Shutters","04/13/2026","2862 EDESTUS DR, MELBOURNE FL 32940",,,
"26BC06273","Issued","RES Pool Resurface","04/13/2026","6860 CEDAR AVE, COCOA FL 32927",,,
"26BC06239","Final","Multi-Family Renovation","04/13/2026","7010 N HIGHWAY 1, FF-104, COCOA FL 32927",,,
"26BC06308","Issued","RES Solar Photovoltaic","04/13/2026","1580 MORGAN CT, MELBOURNE FL 32934",,,
"26BC06310","Final","RES Fence","04/13/2026","804 WATERWAY DR, BAREFOOT BAY FL 32976",,,
"26BC06219","Final","RES HVAC-Mechanical","04/13/2026","5519 CURTIS BLVD, COCOA FL 32927",,,
"26BC06253","Final","RES Electrical","04/13/2026","263 BUFFALO PL, ROCKLEDGE FL 32955",,,
"26BC06205","Issued","RES HVAC-Mechanical","04/13/2026","1398 SILVER LAKE DR, MELBOURNE FL 32940",,,
"26BC06262","Awaiting Clent Feedback","RES Marine Construction","04/13/2026","434 SKYLARK BLVD, SATELLITE BEACH FL 32937",,,
"26BC06223","Final","RES Doors-Windows-Shutters","04/13/2026","1345 LESTER CT, MERRITT ISLAND FL 32952",,,
"26BC06278","Awaiting Client Feedback","RES SFR-Duplex New","04/13/2026","522 LADOGA DR, COCOA FL 32927",,,
"26BC06284","Final","RES HVAC-Mechanical","04/13/2026","6419 VAN NESS DR, MELBOURNE FL 32940",,,
"26FP00168","Awaiting Client Feedback","County Sprinkler","04/13/2026","2845 W KING ST, BLDG 1A, COCOA FL 32926",,,
"26BC06309","Final","RES Electrical","04/13/2026","943 PERIWINKLE CIR, BAREFOOT BAY FL 32976",,,
"26BC06260","Final","RES Reroof","04/13/2026","3042 HIGHWAY A1A, 1A, MELBOURNE BEACH FL 32951",,,
"26BC06222","Final","RES HVAC-Mechanical","04/13/2026","475 ST GEORGE'S CT, SATELLITE BEACH FL 32937",,,
"26BC06305","Final","RES HVAC-Mechanical","04/13/2026","4001 FUNSTON CIR, MELBOURNE FL 32940",,,
"26BC06287","Final","RES SFR Aluminum Structure","04/13/2026","642 DEERHURST DR, MELBOURNE FL 32940",,,
"26BC06289","Final","RES Fence","04/13/2026","25 WEST POINT DR, COCOA BEACH FL 32931",,,
"26BC06306","Issued","RES Reroof","04/13/2026","298 ARROWHEAD LN, MELBOURNE BEACH FL 32951",,,
"26BC06202","Final","RES HVAC-Mechanical","04/13/2026","1262 OLD MILLPOND RD, MELBOURNE FL 32940",,,
"26BC06277","Final","COM Renovation","04/13/2026","1835 S ATLANTIC AVE, COMMON, COCOA BEACH FL 32931",,,
"26BC06254","Final","RES Electrical","04/13/2026","261 BUFFALO PL, ROCKLEDGE FL 32955",,,
"26BC06212","Issued","RES HVAC-Mechanical","04/13/2026","308 GLEN RIDGE RD, COCOA FL 32926",,,
"26BC06251","Final","RES Electrical","04/13/2026","2506 CHERBOURG RD, COCOA FL 32926",,,
"26BC06240","Final","RES SFR Aluminum Structure","04/13/2026","2802 EDESTUS DR, MELBOURNE FL 32940",,,
"26BC06224","Final","RES HVAC-Mechanical","04/13/2026","1949 FABIEN CIR, MELBOURNE FL 32940",,,
"26BC06274","Final","RES Reroof","04/13/2026","146 DEER RUN RD, PALM BAY FL 32909",,,
"26BC06264","Final","RES Reroof","04/13/2026","3044 HIGHWAY A1A, 3C, MELBOURNE BEACH FL 32951",,,
"26BC06208","Final","RES Electrical","04/13/2026","6220 FAY BLVD, COCOA FL 32927",,,
"26BC06300","Final","RES Reroof","04/13/2026","4218 PONDAPPLE DR, TITUSVILLE FL 32796",,,
"26BC06261","Final","RES HVAC-Mechanical","04/13/2026","606 DEERHURST DR, MELBOURNE FL 32940",,,
"26BC06209","Final","RES Doors-Windows-Shutters","04/13/2026","3071 PINEDA CROSSING DR, MELBOURNE FL 32940",,,
"26BC06228","Final","COM Electrical","04/13/2026","4100 N HIGHWAY 1, COMBLD, COCOA FL 32927",,,
"26BC06269","Issued","RES SFR Aluminum Structure","04/13/2026","1750 SHORE VIEW DR, INDIALANTIC FL 32903",,,
"26BC06283","Awaiting Client Feedback","RES SFR-Duplex New","04/13/2026","512 LADOGA DR, COCOA FL 32927",,,
"26BC06255","Final","RES HVAC-Mechanical","04/13/2026","90 MELBOURNE AVE, MERRITT ISLAND FL 32953",,,
"26BC06241","Final","RES Electrical","04/13/2026","5553 FLINT RD, COCOA FL 32927",,,
"26BC06235","Final","RES Electrical","04/13/2026","1190 ARANCETO CIR, MERRITT ISLAND FL 32952",,,
"26BC06226","Final","RES Reroof","04/13/2026","6954 RENSHAW DR, MELBOURNE FL 32940",,,
"26BC06225","Issued","RES Pool","04/13/2026","2483 HAZEN ST, MELBOURNE FL 32904",,,
"26BC06307","Final","RES Doors-Windows-Shutters","04/13/2026","5882 NEWBURY CIR, MELBOURNE FL 32940",,,
"26BC06221","Final","COM Electrical","04/13/2026","4491 N COURTENAY PKWY, FPL, MERRITT ISLAND FL 32953",,,
"26BC06295","Final","RES Plumbing","04/13/2026","1777 SOPHIAS DR, 204, MELBOURNE FL 32940",,,
"26BC06245","Final","RES HVAC-Mechanical","04/13/2026","3127 LAGO VISTA DR, MELBOURNE FL 32940",,,
"26BC06285","Final","RES Reroof","04/13/2026","7809 WINDOVER WAY, TITUSVILLE FL 32780",,,
"26BC06232","Issued","RES HVAC-Mechanical","04/13/2026","1075 JUDITH TER, ROCKLEDGE FL 32955",,,
"26BC06215","Final","RES Doors-Windows-Shutters","04/13/2026","410 MEADOW LARK LN, 6-12A, SATELLITE BEACH FL 32937",,,
"26BC06246","Final","RES Fence","04/13/2026","5852 GOLETA CIR, MELBOURNE FL 32940",,,
"26BC06204","Final","RES HVAC-Mechanical","04/13/2026","199 HIGHWAY A1A, A205, SATELLITE BEACH FL 32937",,,
"26BC06265","Final","RES Reroof","04/13/2026","3046 HIGHWAY A1A, 2B, MELBOURNE BEACH FL 32951",,,
"26BC06213","Withdrawn","RES Fence","04/13/2026","6050 WILDERNESS AVE, COCOA FL 32927",,,
"26BC06313","Final","RES Fence","04/13/2026","25 NINA JEAN DR, MELBOURNE FL 32904",,,
"26BC06288","Awaiting Client Feedback","RES SFR-Duplex New","04/13/2026","502 LADOGA DR, COCOA FL 32927",,,
"26BC06248","Issued","RES Pool Resurface","04/13/2026","644 SPRING LAKE DR, MELBOURNE FL 32940",,,
"26BC06268","Final","RES Reroof","04/13/2026","3048 HIGHWAY A1A, 4D, MELBOURNE BEACH FL 32951",,,
"26BC06266","Final","RES HVAC-Mechanical","04/13/2026","1835 S BANANA RIVER DR, MERRITT ISLAND FL 32952",,,
"26BC06257","Final","RES Reroof","04/13/2026","10940 S TROPICAL TRL, MERRITT ISLAND FL 32952",,,
"26BC06299","Final","RES Plumbing","04/13/2026","1510 CHUB ST, MERRITT ISLAND FL 32952",,,
"26BC06234","Issued","RES SFR Aluminum Structure","04/13/2026","5110 BARNA AVE, TITUSVILLE FL 32780",,,
"26BC06282","Final","RES HVAC-Mechanical","04/13/2026","2442 CHAPEL BRIDGE LN, MELBOURNE FL 32940",,,
"26FP00169","Awaiting Client Feedback","County Sprinkler","04/13/2026","2845 W KING ST, BLDG 2A, COCOA FL 32926",,,
"26BC06311","Withdrawn","RES Electrical","04/13/2026","196 COUNTRY CLUB DR, MELBOURNE FL 32940",,,
"26FP00167","Final","County Alarm","04/13/2026","5795 FALCON BLVD, SANCT, COCOA FL 32927",,,
"26BC06250","Final","COM Renovation","04/13/2026","2815 S ATLANTIC AVE, COMMON, COCOA BEACH FL 32931",,,
"26BC06312","Issued","RES HVAC-Mechanical","04/13/2026","502 N SONORA CIR, INDIALANTIC FL 32903",,,
"26BC06302","Issued","RES Fence","04/13/2026","5251 SANBOURNE ST, COCOA FL 32927",,,
"26BC06210","Issued","RES HVAC-Mechanical","04/13/2026","6599 BAMBOO AVE, COCOA FL 32927",,,
"26BC06230","Final","RES Reroof","04/13/2026","1288 TIPPERARY DR, MELBOURNE FL 32940",,,
"26BC06281","Issued","RES Doors-Windows-Shutters","04/13/2026","566 LANTERNBACK ISLAND DR, SATELLITE BEACH FL 32937",,,
"26BC06258","Final","RES HVAC-Mechanical","04/13/2026","154 SAND PINE RD, INDIALANTIC FL 32903",,,
"26BC06290","Awaiting Client Feedback","RES SFR-Duplex New","04/13/2026","482 LADOGA DR, COCOA FL 32927",,,
"26BC06297","Final","COM Reroof","04/13/2026","21 HEPBURN PL, POOL, MERRITT ISLAND FL 32953",,,
"26BC06220","Withdrawn","COM Electrical","04/13/2026","6545 N WICKHAM RD, SUITE 104, MELBOURNE FL 32940",,,
"26BC06279","Final","RES SFR Renovation","04/13/2026","1965 E PHILLIPS CT, MERRITT ISLAND FL 32952",,,
"26BC06214","Issued","COM Miscellaneous","04/13/2026","3710 CURTIS BLVD, BLDG A, COCOA FL 32927",,,
"26BC06294","Awaiting Client Feedback","RES Demolition","04/13/2026","4225 LUCIANO AVE, COCOA FL 32926",,,
"26BC06296","Awaiting Client Feedback","RES SFR Addition","04/13/2026","3475 TODD LN, MIMS FL 32754",,,
"26BC06263","Awaiting Client Feedback","RES Fence","04/13/2026","6730 HIGHWAY A1A, MELBOURNE BEACH FL 32951",,,
"26FP00170","Issued","County Alarm","04/13/2026","2845 W KING ST, BLDG F1 (1-239), COCOA FL 32926",,,
"26BC06233","Issued","RES SFR Addition","04/13/2026","4955 CURTIS BLVD, COCOA FL 32927",,,
"26BC06229","Issued","RES Reroof","04/13/2026","460 N BURNETT RD, COCOA FL 32926",,,
"26BC06286","Final","RES Fence","04/13/2026","193 SYKES LOOP DR, MERRITT ISLAND FL 32953",,,
"26BC06218","Issued","COM Miscellaneous","04/13/2026","8455 N WICKHAM RD, TARGET, MELBOURNE FL 32940",,,
"26BC06242","Awaiting Client Feedback","RES Fence","04/13/2026","412 S WATERWAY DR, SATELLITE BEACH FL 32937",,,
"26BC06216","Withdrawn","RES SFR Renovation","04/13/2026","2685 WASHINGTON ST, MELBOURNE FL 32904",,,
"26BC06227","Final","RES SFR Addition","04/13/2026","1394 SANIBEL LN, MERRITT ISLAND FL 32952",,,
"26FP00171","Issued","County Alarm","04/13/2026","2845 W KING ST, BLDG F2 (1-327), COCOA FL 32926",,,
"26BC06199","Awaiting Client Feedback","RES SFR Renovation","04/12/2026","807 HAMPTON WAY, MERRITT ISLAND FL 32953",,,
"26BC06192","Issued","Multi-Family Renovation","04/12/2026","553 HIGHWAY A1A, 9AC, SATELLITE BEACH FL 32937",,,
"26BC06200","Final","RES HVAC-Mechanical","04/12/2026","1610 VEGA AVE, MERRITT ISLAND FL 32953",,,
"26BC06195","Final","RES Marine Construction","04/12/2026","510 RIVER MOORINGS DR, MERRITT ISLAND FL 32953",,,
"26BC06201","Final","RES SFR Renovation","04/12/2026","7270 TURKEY POINT DR, TITUSVILLE FL 32780",,,
"26BC06193","Final","RES Fence","04/12/2026","2852 BURNHAM LN, MELBOURNE FL 32940",,,
"26BC06196","Final","RES Electrical","04/12/2026","227 PITTSBURGH WAY, ROCKLEDGE FL 32955",,,
"26BC06197","Final","RES Electrical","04/12/2026","346 LONDON WAY, ROCKLEDGE FL 32955",,,
"26BC06198","Final","RES Electrical","04/12/2026","382 OTTAWA WAY, ROCKLEDGE FL 32955",,,
"26BC06194","Issued","RES SFR Aluminum Structure","04/12/2026","2281 FRIDAY RD, COCOA FL 32926",,,
"26BC06188","Issued","RES Electrical","04/11/2026","575 BELAIR AVE, MERRITT ISLAND FL 32953",,,
"26BC06187","Issued","RES SFR-Duplex New","04/11/2026","125 ATLANTIC AVE, INDIALANTIC FL 32903",,,
"26BC06186","Final","COM Plumbing","04/11/2026","618 MIMOSA CT, MELBOURNE FL 32940",,,
"26BC06190","Final","RES Plumbing","04/11/2026","171 AMBER PL, MELBOURNE BEACH FL 32951",,,
"26BC06191","Final","RES Doors-Windows-Shutters","04/11/2026","6400 LA BREA AVE, COCOA FL 32927",,,
"26BC06189","Issued","RES Electrical","04/11/2026","322 THIRD ST, MERRITT ISLAND FL 32953",,,
"26BC06141","Final","RES Doors-Windows-Shutters","04/10/2026","3780 E R SMYTH DR, MIMS FL 32754",,,
"26BC06108","Final","RES HVAC-Mechanical","04/10/2026","2548 ADDINGTON CIR, ROCKLEDGE FL 32955",,,
"26BC06149","Final","RES Doors-Windows-Shutters","04/10/2026","2505 N PALM DR, COCOA FL 32926",,,
"26FP00163","Issued","County Alarm","04/10/2026","1005 VIERA BLVD, SUITE 202, ROCKLEDGE FL 32955",,,
"26BC06162","Final","RES Doors-Windows-Shutters","04/10/2026","640 VINE ST, MELBOURNE FL 32904",,,
"26FP00164","Awaiting Client Feedback","County Alarm","04/10/2026","8455 N WICKHAM RD, TARGET, MELBOURNE FL 32940",,,
"26BC06172","Issued","RES Fence","04/10/2026","5245 ARECA PALM ST, COCOA FL 32927",,,
"26BC06164","Issued","RES SFR Aluminum Structure","04/10/2026","607 MANATEE DR, SATELLITE BEACH FL 32937",,,
"26BC06169","Final","RES HVAC-Mechanical","04/10/2026","1092 EAST RIVER OAKS DR, INDIALANTIC FL 32903",,,
"26BC06135","Final","RES Doors-Windows-Shutters","04/10/2026","1940 GATES RD, MERRITT ISLAND FL 32952",,,
"26FP00166","Issued","County Alarm","04/10/2026","395 WILLIAMS POINT BLVD, COCOA FL 32927",,,
"26BC06173","Issued","RES Generator","04/10/2026","5015 PINOT ST, ROCKLEDGE FL 32955",,,
"26BC06114","Final","RES Electrical","04/10/2026","7525 HIGHWAY A1A, MELBOURNE BEACH FL 32951",,,
"26BC06154","Final","RES Reroof","04/10/2026","1645 WESTPORT RD, MERRITT ISLAND FL 32952",,,
"26BC06109","Issued","RES HVAC-Mechanical","04/10/2026","460 S BANANA RIVER DR, MERRITT ISLAND FL 32952",,,
"26BC06185","Final","RES Reroof","04/10/2026","598 PINE FOREST CT, MELBOURNE FL 32940",,,
"26BC06107","Final","COM HVAC-Mechanical","04/10/2026","4304 LONDON TOWN RD, B107, TITUSVILLE FL 32796",,,
"26BC06166","Issued","RES Pool Resurface","04/10/2026","3240 S TROPICAL TRL, MERRITT ISLAND FL 32952",,,
"26BC06112","Issued","COM HVAC-Mechanical","04/10/2026","5635 HIGHWAY A1A, A702, MELBOURNE BEACH FL 32951",,,
"26BC06121","Final","RES HVAC-Mechanical","04/10/2026","4598 WOOD STORK DR, D-33, MERRITT ISLAND FL 32953",,,
"26BC06148","Issued","Multi-Family Renovation","04/10/2026","3220 RIVER VILLA WAY, 165, MELBOURNE BEACH FL 32951",,,
"26BC06129","Issued","RES Doors-Windows-Shutters","04/10/2026","4999 PINE LILY CT, MELBOURNE FL 32940",,,
"26BC06152","Final","RES Electrical","04/10/2026","5 POINT VIEW PL, COCOA FL 32926",,,
"26BC06139","Final","RES Doors-Windows-Shutters","04/10/2026","4046 SONG DR, COCOA FL 32927",,,
"26BC06116","Final","RES HVAC-Mechanical","04/10/2026","4820 TERRAPIN CT, MELBOURNE BEACH FL 32951",,,
"26BC06125","Final","RES Doors-Windows-Shutters","04/10/2026","1425 AMBRA DR, MELBOURNE FL 32940",,,
"26BC06165","Issued","RES SFR Aluminum Structure","04/10/2026","7104 WINDOVER WAY, TITUSVILLE FL 32780",,,
"26BC06106","Final","RES Fence","04/10/2026","555 HIDDEN HOLLOW DR, MERRITT ISLAND FL 32952",,,
"26BC06170","Final","RES Reroof","04/10/2026","835 INDIANOLA DR, MERRITT ISLAND FL 32953",,,
"26BC06183","Final","RES Reroof","04/10/2026","562 NICKLAUS CIR, COCOA FL 32927",,,
"26BC06171","Final","RES HVAC-Mechanical","04/10/2026","22 BONAVENTURE DR, ROCKLEDGE FL 32955",,,
"26BC06153","Final","RES Plumbing","04/10/2026","2095 PORPOISE ST, MERRITT ISLAND FL 32952",,,
"26BC06130","Final","RES HVAC-Mechanical","04/10/2026","4820 TERRAPIN CT, MELBOURNE BEACH FL 32951",,,
"26BC06132","Final","RES Reroof","04/10/2026","4645 KINGSVILLE DR, COCOA FL 32927",,,
"26BC06120","Final","RES Reroof","04/10/2026","6641 FAWN RIDGE DR, MELBOURNE FL 32940",,,
"26BC06128","Issued","RES Doors-Windows-Shutters","04/10/2026","219 CHALET AVE, INDIALANTIC FL 32903",,,
"26BC06131","Final","RES Electrical","04/10/2026","2675 PARRISH RD, TITUSVILLE FL 32796",,,
"26BC06160","Final","RES Reroof","04/10/2026","1081 JULIA DR, A, MELBOURNE FL 32935",,,
"26BC06151","Final","RES Doors-Windows-Shutters","04/10/2026","2185 SYKES CREEK DR, MERRITT ISLAND FL 32953",,,
"26BC06113","Final","RES Fence","04/10/2026","8939 WANDER TRL, MELBOURNE FL 32940",,,
"26BC06146","Issued","RES Doors-Windows-Shutters","04/10/2026","6130 ALLMONT ST, COCOA FL 32927",,,
"26BC06126","Final","RES Generator","04/10/2026","1105 IRONSIDES AVE, MELBOURNE FL 32940",,,
"26BC06127","Final","RES Reroof","04/10/2026","933 ARABELLA LN, COCOA FL 32927",,,
"26BC06159","Awaiting Client Feedback","RES SFR-Duplex New","04/10/2026","8713 VIEDMA LN, MELBOURNE FL 32940",,,
"26BC06142","Final","RES Reroof","04/10/2026","7247 HAMMOCK LAKES DR, MELBOURNE FL 32940",,,
"26BC06150","Final","RES Doors-Windows-Shutters","04/10/2026","3533 CARAMBOLA CIR, MELBOURNE FL 32940",,,
"26BC06105","Issued","RES Doors-Windows-Shutters","04/10/2026","2100 HEDGEROW DR, MERRITT ISLAND FL 32953",,,
"26BC06111","Final","RES Doors-Windows-Shutters","04/10/2026","550 SUNSET LAKES DR, MERRITT ISLAND FL 32953",,,
"26BC06137","Final","RES Doors-Windows-Shutters","04/10/2026","50 BRANDY LN, MERRITT ISLAND FL 32952",,,
"26BC06134","Final","RES HVAC-Mechanical","04/10/2026","4120 ANLOW RD, MELBOURNE FL 32904",,,
"26BC06145","Final","RES Reroof","04/10/2026","6265 BETTY AVE, COCOA FL 32927",,,
"26FP00165","Final","City Fire Permit","04/10/2026","4355 W NEW HAVEN AVE, WEST MELBOURNE FL 32904",,,
"26BC06122","Final","RES SFR Aluminum Structure","04/10/2026","9276 PACIFIC PALMS AVE, MELBOURNE FL 32940",,,
"26BC06143","Final","RES Doors-Windows-Shutters","04/10/2026","3505 AYRSHIRE CIR, MELBOURNE FL 32940",,,
"26BC06138","Final","RES Fence","04/10/2026","131 SAND PINE RD, INDIALANTIC FL 32903",,,
"26BC06156","Issued","RES Doors-Windows-Shutters","04/10/2026","850 S MONTEGO BAY DR, MERRITT ISLAND FL 32953",,,
"26BC06136","Final","RES Fence","04/10/2026","4034 WATERLOO PL, MELBOURNE FL 32940",,,
"26BC06117","Final","RES Fence","04/10/2026","8175 HIGHWAY A1A, MELBOURNE BEACH FL 32951",,,
"26BC06124","Final","RES Doors-Windows-Shutters","04/10/2026","7022 HAMMOCK TRACE DR, MELBOURNE FL 32940",,,
"26BC06140","Final","RES Reroof","04/10/2026","6480 BEARD AVE, COCOA FL 32927",,,
"26BC06161","Final","RES Doors-Windows-Shutters","04/10/2026","970 LONG MEADOW LN, MELBOURNE FL 32940",,,
"26BC06119","Awaiting Client Feedback","RES Fence","04/10/2026","3290 HIELD RD, MELBOURNE FL 32904",,,
"26BC06168","Awaiting Client Feedback","COM New Construction","04/10/2026","9533 VIGOR CIR, MELBOURNE FL 32940",,,
"26BC06147","Final","RES Doors-Windows-Shutters","04/10/2026",,,,
"26BC06181","Awaiting Client Feedback","COM New Construction","04/10/2026","9563 VIGOR CIR, MELBOURNE FL 32940",,,
"26BC06144","Final","RES Reroof","04/10/2026","3915 FAY BLVD, COCOA FL 32927",,,
"26BC06167","Awaiting Client Feedback","COM New Construction","04/10/2026","9613 VIGOR CIR, MELBOURNE FL 32940",,,
"26BC06110","Awaiting Client Feedback","RES SFR Addition","04/10/2026","6506 FLORIDANA AVE, MELBOURNE BEACH FL 32951",,,
"26BC06123","Awaiting Client Feedback","RES Generator","04/10/2026","3290 HIELD RD, MELBOURNE FL 32904",,,
"26BC06155","Review In-Progress","RES SFR Addition","04/10/2026","339 PLANTATION DR, TITUSVILLE FL 32780",,,
"26BC06157","Awaiting Client Feedback","COM New Construction","04/10/2026","9544 VIGOR CIR, MELBOURNE FL 32940",,,
"26BC06115","Final","RES HVAC-Mechanical","04/10/2026","590 S BANANA RIVER DR, 302, MERRITT ISLAND FL 32952",,,
"26BC06163","Review In-Progress","COM New Construction","04/10/2026","1727 LIVELY PL, MELBOURNE FL 32940",,,
"26BC06133","Final","RES SFR Addition","04/10/2026","5101 CRAIG RD, COCOA FL 32926",,,
"26BC06118","Awaiting Client Feedback","RES Fence","04/10/2026","3280 HIELD RD, MELBOURNE FL 32904",,,
"26BC06174","Awaiting Client Feedback","COM New Construction","04/10/2026","1767 LIVELY PL, MELBOURNE FL 32940",,,
"26BC06176","Awaiting Client Feedback","COM New Construction","04/10/2026","1717 LIVELY PL, MELBOURNE FL 32940",,,
"26BC06182","Awaiting Client Feedback","COM New Construction","04/10/2026","9593 VIGOR CIR, MELBOURNE FL 32940",,,
"26BC06184","Issued","RES Doors-Windows-Shutters","04/10/2026","607 PAPAYA CIR, BAREFOOT BAY FL 32976",,,
"26BC06178","Awaiting Client Feedback","COM New Construction","04/10/2026","9514 VIGOR CIR, MELBOURNE FL 32940",,,
"26BC06177","Awaiting Client Feedback","COM New Construction","04/10/2026","9584 VIGOR CIR, MELBOURNE FL 32940",,,
"26BC06175","Awaiting Client Feedback","COM New Construction","04/10/2026","1757 LIVELY PL, MELBOURNE FL 32940",,,
"26BC06180","Awaiting Client Feedback","COM New Construction","04/10/2026","9553 VIGOR CIR, MELBOURNE FL 32940",,,
"26BC06158","Awaiting Client Feedback","COM New Construction","04/10/2026","9604 VIGOR CIR, MELBOURNE FL 32940",,,
"26BC06179","Awaiting Client Feedback","COM New Construction","04/10/2026","9513 VIGOR CIR, MELBOURNE FL 32940",,,
"26BC06098","Final","RES Plumbing","04/09/2026","4025 TURTLE MOUND RD, MELBOURNE FL 32934",,,
"26BC06039","Issued","COM Miscellaneous","04/09/2026","8510 NAPOLO DR, MELBOURNE FL 32940",,,
"26BC06026","Final","RES Doors-Windows-Shutters","04/09/2026","3225 SAVANNAHS TRL, MERRITT ISLAND FL 32953",,,
"26BC06083","Final","RES HVAC-Mechanical","04/09/2026","5125 MALLARD LAKES CT, MERRITT ISLAND FL 32953",,,
"26BC06023","Final","RES Reroof","04/09/2026","5665 HEMSING ST, COCOA FL 32927",,,
"26BC06036","Final","RES Plumbing","04/09/2026","145 ARTEMIS BLVD, MERRITT ISLAND FL 32953",,,
"26BC06075","Final","RES HVAC-Mechanical","04/09/2026","470 SANDPIPER DR, SATELLITE BEACH FL 32937",,,
"26BC06101","Issued","RES SFR-Duplex New","04/09/2026","3355 SAVANNAHS TRL, MERRITT ISLAND FL 32953",,,
"26BC06082","Final","RES HVAC-Mechanical","04/09/2026","420 HARDING AVE, UNIT 605, COCOA BEACH FL 32931",,,
"26BC06027","Issued","RES Pool","04/09/2026","2639 DAEODON LN, MELBOURNE FL 32940",,,
"26BC06092","Final","RES Doors-Windows-Shutters","04/09/2026","201 NE THIRD ST, SATELLITE BEACH FL 32937",,,
"26BC06076","Final","RES Plumbing","04/09/2026","4007 SPARROW HAWK RD, MELBOURNE FL 32934",,,
"26BC06035","Issued","RES Doors-Windows-Shutters","04/09/2026","6255 BALSAM ST, COCOA FL 32927",,,
"26BC06065","Final","RES Generator","04/09/2026","6172 ANDROMEDA AVE, MERRITT ISLAND FL 32953",,,
"26BC06043","Final","RES Pool Resurface","04/09/2026","3646 BLUEFIELD AVE, MELBOURNE FL 32934",,,
"26BC06049","Final","RES HVAC-Mechanical","04/09/2026","1495 W RIVIERA DR, MERRITT ISLAND FL 32952",,,
"26BC06062","Final","RES Reroof","04/09/2026","2105 PLUMOSA WAY, INDIALANTIC FL 32903",,,
"26BC06074","Issued","RES SFR Renovation","04/09/2026","3824 SUNFLOWER CT, MERRITT ISLAND FL 32953",,,
"26BC06086","Issued","COM Miscellaneous","04/09/2026","929 HIGH ST, COCOA FL 32922",,,
"26BC06100","Final","RES Electrical","04/09/2026","621 PUFFIN DR, BAREFOOT BAY FL 32976",,,
"26BC06088","Issued","COM Miscellaneous","04/09/2026","1523 REID ST, COCOA FL 32922",,,
"26BC06030","Final","RES HVAC-Mechanical","04/09/2026","4550 ROBERT ST, COCOA FL 32927",,,
"26BC06031","Final","RES Reroof","04/09/2026","5458 SOLWAY DR, MELBOURNE BEACH FL 32951",,,
"26BC06045","Final","RES Pool Resurface","04/09/2026","933 VERSAILLES CT, MELBOURNE FL 32940",,,
"26BC06070","Final","RES Doors-Windows-Shutters","04/09/2026","2215 COCONUT LN, MERRITT ISLAND FL 32952",,,
"26BC06029","Withdrawn","COM Electrical","04/09/2026","2300 JUDGE FRAN JAMIESON WAY, PARK, MELBOURNE FL 32940",,,
"26BC06093","Final","RES Reroof","04/09/2026","253 FLANDERS DR, INDIALANTIC FL 32903",,,
"26BC06095","Final","RES SFR Renovation","04/09/2026","4247 TURTLE MOUND RD, MELBOURNE FL 32934",,,
"26BC06051","Issued","RES Doors-Windows-Shutters","04/09/2026","5060 SOMERVILLE DR, ROCKLEDGE FL 32955",,,
"26BC06055","Final","RES Doors-Windows-Shutters","04/09/2026","3533 CARAMBOLA CIR, MELBOURNE FL 32940",,,
"26BC06053","Withdrawn","RES Doors-Windows-Shutters","04/09/2026","5060 SOMERVILLE DR, ROCKLEDGE FL 32955",,,
"26BC06052","Final","RES Doors-Windows-Shutters","04/09/2026","3480 CRAGGY BLUFF PL, COCOA FL 32926",,,
"26BC06059","Final","RES Electrical","04/09/2026","2432 TURPENTINE RD, MIMS FL 32754",,,
"26BC06060","Final","RES Doors-Windows-Shutters","04/09/2026","3596 PENINSULA CIR, MELBOURNE FL 32940",,,
"26BC06104","Final","RES Fence","04/09/2026","120 HERON DR, MELBOURNE BEACH FL 32951",,,
"26BC06089","Final","RES Doors-Windows-Shutters","04/09/2026","3897 PEACOCK DR, MELBOURNE FL 32904",,,
"26BC06041","Final","RES Doors-Windows-Shutters","04/09/2026","1325 NEWFOUND HARBOR DR, MERRITT ISLAND FL 32952",,,
"26BC06069","Withdrawn","RES HVAC-Mechanical","04/09/2026","4304 LONDON TOWN RD, B107, TITUSVILLE FL 32796",,,
"26BC06042","Final","COM Electrical","04/09/2026","5436 HIGHWAY A1A, FPL, MELBOURNE BEACH FL 32951",,,
"26BC06087","Final","RES Electrical","04/09/2026","436 LANTERNBACK ISLAND DR, SATELLITE BEACH FL 32937",,,
"26BC06054","Final","Multi-Family Renovation","04/09/2026","325 TANGLE RUN BLVD, 1128, MELBOURNE FL 32940",,,
"26FP00162","Issued","City Fire Permit","04/09/2026","1725 COLUMBIA LN, MELBOURNE FL 32904",,,
"26BC06066","Final","RES Doors-Windows-Shutters","04/09/2026","590 BELAIR AVE, MERRITT ISLAND FL 32953",,,
"26BC06085","Awaiting Client Feedback","RES SFR-Duplex New","04/09/2026","3682 GUAVA PALMS CT, MELBOURNE FL 32940",,,
"26BC06067","Issued","RES SFR-Duplex New","04/09/2026","3462 GUAVA PALMS CT, MELBOURNE FL 32940",,,
